SCALE,SCALE_IS_HEIGHT_DP,COMPRESSION_QUALITY,OUT_COMPRESSION,PLATFORM,UPSCALING_ALGO,DOWNSCALING_ALGO,ROUNDING_MODE,SKIP_UPSCALING,SKIP_EXISTING,ANDROID_INCLUDE_LDPI_TVDPI,VERBOSE,ANDROID_MIPMAP_INSTEAD_OF_DRAWABLE,ANTI_ALIASING,POST_PROCESSOR_PNG_CRUSH,POST_PROCESSOR_WEBP,DRY_RUN,POST_PROCESSOR_MOZ_JPEG,KEEP_ORIGINAL_POST_PROCESSED_FILES,IOS_CREATE_IMAGESET_FOLDERS,CLEAN,HALT_ON_ERROR,time
1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,79.295
0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,10.997
1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,3.117
1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,3.113
0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,19.327
1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,2.094
0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,20.194
0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,31.216
0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,11.603
0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,11.667
0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,2.087
0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,11.67
1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,2.097
0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,29.573
0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,10.997
1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,3.544
0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,2.089
0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,2.097
1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,196.587
0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,14.963
1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,2.097
1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,2.088
1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,85.595
1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,2.09
1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,2.09
1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,158.615
1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,2.088
0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,2.087
1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,2.097
0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,24.697
0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,2.089
1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,2.097
0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,10.994
1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,3.111
0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,14.19
0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,26.287
1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,82.914
1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,3.547
1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,2.087
1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,2.089
0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,2.087
1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,2.094
0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,2.091
0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,2.088
1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,2.091
1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,2.088
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,2.09
1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,3.113
1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,2.088
1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,82.914
1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,2.097
1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,2.088
0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,2.092
0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,10.928
1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,3.115
0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,2.094
0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,2.094
0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,29.626
0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,11.603
1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,2.087
0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,10.992
0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,11.67
1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,2.087
0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,11.664
1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,2.089
1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,2.089
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,3.544
0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,19.441
1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,2.094
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,2.089
0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,2.088
1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,2.087
1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,3.552
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,182.114
0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,24.513
0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,2.089
0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,14.184
0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,2.088
1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,85.595
0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,29.573
1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,2.091
0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,2.089
0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,2.089
0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,20.194
0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,2.097
0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,19.44
0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,2.089
0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,2.092
0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,2.091
1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,85.592
1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,3.115
1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,3.552
0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2.091
0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,26.088
0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,20.194
1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,9.377
1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,3.552
1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,2.094
1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,173.597
1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,8.702
1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,2.088
1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,2.09
0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,2.089
0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,2.091
1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,3.544
0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,11.601
0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,26.089
1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,2.089
1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,2.09
0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,14.962
1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,2.094
0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,2.087
1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,3.114
0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,11.672
1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,79.295
1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,79.292
0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,2.088
0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,14.963
0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,2.089
0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,11.603
0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,2.089
1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,3.544
1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,3.549
1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,3.115
0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,2.097
1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,9.377
0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,2.089
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,10.925
1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,2.09
0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,2.087
1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,2.088
1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,2.09
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,24.511
0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,11.601
1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,181.084
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,2.089
1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,166.756
0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,20.32
1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,2.094
0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,11.601
1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,2.097
0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,24.511
1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,9.425
1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,2.09
1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,158.615
0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,10.989
1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,2.09
1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,2.094
0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,19.441
1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,82.914
1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,173.596
1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,2.094
0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,2.088
0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,10.928
1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,196.586
1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,2.088
0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,2.094
0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,24.511
1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,2.089
1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,3.117
1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,2.091
1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,79.292
0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,2.091
0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,31.215
0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,19.44
1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,166.756
0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,2.089
1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2.089
0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,11.603
0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,31.216
0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,11.603
1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,2.091
0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,2.091
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2.089
1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,181.767
1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,9.377
1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,2.094
1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,2.094
0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,31.215
1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,2.094
0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,10.997
0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,29.573
1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,3.546
1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,195.486
0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,10.992
0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,2.09
1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,76.672
0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,10.925
1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,2.09
1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,196.587
0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,2.091
0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,11.67
0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,10.989
1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,85.592
1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,182.115
0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,11.672
0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,11.601
1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,2.091
0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,2.092
0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,29.626
1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,2.089
0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,14.963
1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,2.094
0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,2.088
1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,2.09
1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,8.756
1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,2.089
0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,2.088
0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,2.089
1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,2.097
0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,26.286
1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2.089
1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,2.09
1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,2.091
0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,14.978
0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,10.994
1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,76.672
1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,166.755
1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,2.094
1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,8.756
1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,2.091
1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,8.701
1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,2.094
0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,14.19
1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,79.292
0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,2.089
1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,3.111
0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,24.513
0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,2.089
0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,29.626
1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,2.089
0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,2.09
1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,2.091
1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,3.549
1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,2.091
1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,2.094
0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,2.091
0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,2.089
1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,2.094
0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,14.183
0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,14.183
1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,181.765
1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,2.087
0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,2.087
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,24.513
0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,19.326
1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,2.087
0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,10.928
1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,76.669
1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,2.091
0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,2.087
1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,2.089
1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.09
1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,79.295
0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2.091
0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,2.091
0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,10.928
0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,2.094
1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,3.547
0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,2.092
1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,2.087
1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,85.595
1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,2.087
0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,24.698
0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,2.089
0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,10.997
0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,2.089
1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2.087
1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,9.424
1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,2.097
1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,3.111
1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,2.09
0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,2.087
1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,2.097
1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,181.085
1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,2.088
0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,10.994
0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,10.992
0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2.087
1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,2.091
1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,3.117
1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,2.097
1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,2.088
0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,10.925
